forests_2000,forests_2020,trend,forest_loss,desertification_risk,predicted_risk
1.9,1.9,0.0,86.2,0.4629430719656284,0.46284582840753624
28.1,28.8,2.5,83.7,0.4495166487647691,0.4492987723692906
0.7,0.8,14.3,71.9,0.38614393125671326,0.3860092865209739
88.7,85.7,-3.4,89.60000000000001,0.4812030075187971,0.4811722984704818
34.0,34.0,0.0,86.2,0.4629430719656284,0.4627255799338169
62.3,53.4,-14.3,100.5,0.5397422126745436,0.5394429693425395
61.1,61.1,0.0,86.2,0.4629430719656284,0.46280256001064857
21.5,18.5,-14.0,100.2,0.5381310418904405,0.5380081868956078
12.2,10.4,-14.8,101.0,0.5424274973147154,0.542359305355035
11.7,11.5,-1.7,87.9,0.4720730397422127,0.4719239757432931
2.3,2.3,0.0,86.2,0.4629430719656284,0.46284292116467485
17.2,17.4,1.2,85.0,0.45649838882921595,0.4563097628887002
46.5,47.3,1.7,84.5,0.4538131041890441,0.4536205108031388
12.0,13.7,14.2,72.0,0.3866809881847476,0.3864717455476049
50.9,50.9,0.0,86.2,0.4629430719656284,0.4627544122569752
0.5,0.9,80.0,6.200000000000003,0.03329752953813106,0.03426944898084794
14.8,14.5,-2.0,88.2,0.4736842105263158,0.47352159100410923
14.7,14.7,0.0,86.2,0.4629430719656284,0.4627704136132133
40.8,43.2,5.9,80.3,0.4312567132116004,0.43106469544098486
22.0,22.8,3.6,82.60000000000001,0.44360902255639106,0.44339690919809327
64.0,56.0,-12.5,98.7,0.5300751879699248,0.5297865034633471
36.7,27.8,-24.3,110.5,0.5934479054779807,0.5932923340926638
18.5,18.5,0.0,86.2,0.4629430719656284,0.46275503332957
65.5,71.4,9.0,77.2,0.41460794844253496,0.41469633208056333
50.9,46.9,-7.9,94.10000000000001,0.5053705692803437,0.5051342097710123
5.9,5.9,0.0,86.2,0.4629430719656284,0.462818353320367
41.2,42.7,3.6,82.60000000000001,0.44360902255639106,0.4434079063214139
31.1,26.9,-13.5,99.7,0.5354457572502686,0.5352736981574616
65.9,59.4,-9.9,96.10000000000001,0.5161117078410312,0.515848271369882
24.5,24.1,-1.6,87.8,0.4715359828141783,0.4713360973364353
75.3,72.1,-4.2,90.4,0.485499462943072,0.48535687482709544
30.5,35.9,17.7,68.5,0.3678839957035446,0.3676959242604746
26.4,22.7,-14.0,100.2,0.5381310418904405,0.537983885925221
7.6,10.9,43.4,42.800000000000004,0.22986036519871111,0.22980974611336025
9.9,11.3,14.1,72.10000000000001,0.387218045112782,0.387018308002488
61.1,45.7,-25.2,111.4,0.5982814178302901,0.5979317292193508
45.7,43.0,-5.9,92.10000000000001,0.49462943071965637,0.49440384991510333
38.8,38.7,-0.3,86.5,0.4645542427497315,0.46433792233771637
53.9,53.0,-1.7,87.9,0.4720730397422127,0.47188002589411493
36.8,35.8,-2.7,88.9,0.47744360902255645,0.47722625185151035
5.0,3.4,-32.0,118.2,0.6348012889366274,0.6348830182229379
21.3,24.5,15.0,71.2,0.38238453276047263,0.38215840650037286
18.8,23.3,23.9,62.300000000000004,0.3345864661654136,0.3343776372680608
56.5,53.3,-5.7,91.9,0.4935553168635876,0.49333289779648365
22.4,17.7,-21.0,107.2,0.5757250268528464,0.5756423826247448
65.0,64.3,-1.1,87.3,0.46885069817400643,0.468715008233463
64.9,65.0,0.2,86.0,0.46186895810955964,0.46175609175527993
56.0,59.4,6.1,80.10000000000001,0.43018259935553177,0.4300961477940633
16.0,8.9,-44.4,130.6,0.7013963480128894,0.701482986789994
33.7,34.6,2.7,83.5,0.44844253490870034,0.44822469987306046
22.7,31.2,37.4,48.800000000000004,0.2620837808807734,0.26200940419962626
0.2,0.2,0.0,86.2,0.4629430719656284,0.4628585800211189
18.6,18.7,0.5,85.7,0.4602577873254565,0.4600670588091239
34.1,34.7,1.8,84.4,0.45327604726100973,0.45305832256918876
53.6,50.1,-6.5,92.7,0.49785177228786254,0.49762204799029064
63.5,55.6,-12.4,98.60000000000001,0.5295381310418905,0.5292518901174599
14.3,15.7,9.8,76.4,0.41031149301826,0.4101023994254499
0.2,0.3,50.0,36.2,0.19441460794844256,0.1945255480838674
63.8,63.8,0.0,86.2,0.4629430719656284,0.4628191740995142
40.8,44.4,8.8,77.4,0.4156820622986037,0.4155064896850989
55.3,50.3,-9.0,95.2,0.5112781954887219,0.5110321805476791
0.1,0.0,-100.0,186.2,1.0,0.9995309727500518
32.5,28.2,-13.2,99.4,0.5338345864661654,0.5336549737088528
93.2,87.3,-6.3,92.5,0.4967776584317938,0.4966656321870021
9.2,8.7,-5.4,91.60000000000001,0.4919441460794845,0.4918305467887534
52.8,56.1,6.3,79.9,0.429108485499463,0.4289965569540394
27.5,28.9,5.1,81.10000000000001,0.43555316863587545,0.4353318387470422
16.4,15.1,-7.9,94.10000000000001,0.5053705692803437,0.5052347464582823
0.1,0.1,0.0,86.2,0.4629430719656284,0.4628593500703385
55.1,62.4,13.2,73.0,0.39205155746509135,0.39207882272500083
73.7,73.7,0.0,86.2,0.4629430719656284,0.4628939278042665
27.9,31.5,12.9,73.3,0.3936627282491944,0.3934451885250029
97.7,96.6,-1.1,87.3,0.46885069817400643,0.46901501869883105
42.8,43.1,0.7,85.5,0.45918367346938777,0.4589757137618526
92.0,91.3,-0.8,87.0,0.4672395273899034,0.467349111175832
35.3,24.0,-32.0,118.2,0.6348012889366274,0.6346916399416653
39.7,40.6,2.3,83.9,0.45059076262083786,0.4503813189500046
32.5,32.7,0.6,85.60000000000001,0.45972073039742223,0.45950311979588576
38.9,35.1,-9.8,96.0,0.5155746509129968,0.5153604567486816
27.9,30.3,8.6,77.60000000000001,0.4167561761546725,0.41653361985844967
52.1,52.1,0.0,86.2,0.4629430719656284,0.4627588762133179
42.8,44.4,3.7,82.5,0.44307196562835666,0.44287689740204916
44.4,51.9,16.9,69.30000000000001,0.3721804511278196,0.3721187786518628
39.3,32.9,-16.3,102.5,0.550483351235231,0.550282361967662
2.9,5.4,86.2,0.0,0.0,0.0012208216466330635
28.2,25.2,-10.6,96.8,0.5198711063372717,0.5196981453625702
76.4,70.4,-7.9,94.10000000000001,0.5053705692803437,0.5051472299044079
94.3,93.6,-0.7,86.9,0.466702470461869,0.4668445295934186
13.8,12.6,-8.7,94.9,0.5096670247046188,0.5095493053907805
60.6,56.8,-6.3,92.5,0.4967776584317938,0.49655413783927393
21.4,22.5,5.1,81.10000000000001,0.43555316863587545,0.4353379220467376
0.3,0.5,66.7,19.5,0.10472610096670247,0.10522277447512773
22.7,24.3,7.0,79.2,0.4253490870032224,0.42512749049795906
53.9,49.1,-8.9,95.10000000000001,0.5107411385606875,0.510497059564545
5.7,6.6,15.8,70.4,0.3780880773361977,0.37791099067402584
1.9,1.9,0.0,86.2,0.4629430719656284,0.46284582840753624
9.2,11.4,23.9,62.300000000000004,0.3345864661654136,0.3343920754846715
6.1,6.1,0.0,86.2,0.4629430719656284,0.4628170727706097
7.1,6.5,-8.5,94.7,0.50859291084855,0.5085110308063072
28.3,32.3,14.1,72.10000000000001,0.387218045112782,0.3870046058010431
48.1,55.1,14.6,71.60000000000001,0.38453276047261015,0.3844862368695393
68.2,68.4,0.3,85.9,0.4613319011815253,0.4612448966594519
5.0,5.0,0.0,86.2,0.4629430719656284,0.46282422566730685
1.1,1.1,0.0,86.2,0.4629430719656284,0.462851749343089
1.2,1.3,8.3,77.9,0.4183673469387756,0.4182416147621175
7.0,6.3,-10.0,96.2,0.5166487647690655,0.5165772841708771
1.5,1.5,0.0,86.2,0.4629430719656284,0.4628487711348114
0.3,0.4,33.3,52.900000000000006,0.28410311493018264,0.2840188950296262
6.2,6.9,11.3,74.9,0.4022556390977444,0.40208351344227633
75.5,71.9,-4.8,91.0,0.4887218045112782,0.48856560351383466
52.1,54.8,5.2,81.0,0.43501611170784105,0.43488498417987986
13.5,14.0,3.7,82.5,0.44307196562835666,0.4428872994488736
1.1,1.1,0.0,86.2,0.4629430719656284,0.462851749343089
85.4,79.1,-7.4,93.60000000000001,0.5026852846401719,0.5024994349555885
0.1,0.1,0.0,86.2,0.4629430719656284,0.4628593500703385
41.9,41.9,0.0,86.2,0.4629430719656284,0.4627311447826098
32.2,35.1,9.0,77.2,0.41460794844253496,0.41439480035061904
33.7,34.5,2.4,83.8,0.45005370569280345,0.44983578992401646
22.4,21.4,-4.5,90.7,0.4871106337271751,0.4869298905865276
32.7,23.8,-27.2,113.4,0.6090225563909775,0.6089098914632374
59.9,58.2,-2.8,89.0,0.4779806659505908,0.47779630179900223
2.7,2.7,0.0,86.2,0.4629430719656284,0.46284004940960655
10.9,10.9,0.0,86.2,0.4629430719656284,0.46278900422415326
1.1,1.4,27.3,58.900000000000006,0.31632653061224497,0.3162020796324615
52.2,52.2,0.0,86.2,0.4629430719656284,0.46275926266606887
46.0,49.3,7.2,79.0,0.4242749731471536,0.4241207872328545
0.4,0.3,-25.0,111.2,0.5972073039742213,0.597268810007868
20.7,19.1,-7.7,93.9,0.504296455424275,0.5041396235745044
41.9,37.1,-11.5,97.7,0.5247046186895812,0.5244830219859367
35.2,33.8,-4.0,90.2,0.48442534908700324,0.48421061176615243
91.2,92.0,0.9,85.3,0.458109559613319,0.4582867391645012
9.2,9.1,-1.1,87.3,0.46885069817400643,0.46871191699619585
46.5,61.5,32.3,53.900000000000006,0.2894736842105264,0.2897702698009948
25.0,25.0,0.0,86.2,0.4629430719656284,0.46273617159787545
12.3,12.9,4.9,81.3,0.43662728249194416,0.43644306080705386
52.4,46.7,-10.9,97.10000000000001,0.521482277121375,0.5212314610874555
53.4,43.7,-18.2,104.4,0.560687432867884,0.560412023988992
9.8,8.1,-17.3,103.5,0.5558539205155747,0.555816417223212
41.7,41.6,-0.2,86.4,0.46401718582169715,0.4638045242406186
10.6,11.0,3.8,82.4,0.4425349087003223,0.4423638874114789
45.8,45.8,0.0,86.2,0.4629430719656284,0.4627390142675765
37.4,37.6,0.5,85.7,0.4602577873254565,0.4600413450970512
44.9,28.3,-37.0,123.2,0.6616541353383459,0.6614714564224142
1.0,0.9,-10.0,96.2,0.5166487647690655,0.5166139453607551
27.3,23.7,-13.2,99.4,0.5338345864661654,0.5336786438113718
72.4,72.6,0.3,85.9,0.4613319011815253,0.46127925681474846
12.2,12.2,0.0,86.2,0.4629430719656284,0.4627822831190156
37.7,39.7,5.3,80.9,0.4344790547798067,0.43427305449391845
69.5,53.0,-23.7,109.9,0.5902255639097745,0.5898092680389689
39.8,40.1,0.8,85.4,0.45864661654135347,0.458433647814989
5.9,4.8,-18.6,104.80000000000001,0.5628356605800215,0.5628283943684645
86.0,90.0,4.7,81.5,0.4377013963480129,0.4379719697757699
59.8,56.8,-5.0,91.2,0.489795918367347,0.4895855049240907
80.1,79.2,-1.1,87.3,0.46885069817400643,0.46882639975036733
57.9,40.5,-30.1,116.30000000000001,0.6245972073039743,0.6242677885081507
58.8,56.5,-3.9,90.10000000000001,0.48388829215896895,0.4836876473917653
24.5,24.1,-1.6,87.8,0.4715359828141783,0.4713360973364353
74.5,74.5,0.0,86.2,0.4629430719656284,0.4629009168845881
29.6,31.0,4.7,81.5,0.4377013963480129,0.43748062520666287
35.9,36.2,0.8,85.4,0.45864661654135347,0.4584293720043467
48.4,56.0,15.7,70.5,0.37862513426423205,0.37859969655869896
67.1,64.4,-4.0,90.2,0.48442534908700324,0.48425011040007293
10.5,11.8,12.4,73.8,0.3963480128893663,0.39614855897461865
36.4,39.2,7.7,78.5,0.42158968850698175,0.42138718598508007
27.7,30.1,8.7,77.5,0.41621911922663807,0.4159964303547792
49.4,49.8,0.8,85.4,0.45864661654135347,0.45845857703252657
11.6,11.2,-3.4,89.60000000000001,0.4812030075187971,0.48106420079189727
8.5,8.5,0.0,86.2,0.4629430719656284,0.4628023988736496
5.1,5.1,0.0,86.2,0.4629430719656284,0.4628235643063128
42.3,42.3,0.0,86.2,0.4629430719656284,0.46273179610170656
34.4,34.0,-1.2,87.4,0.4693877551020409,0.46917078643448495
24.8,24.8,0.0,86.2,0.4629430719656284,0.4627366117651388
7.3,5.3,-27.4,113.6,0.6100966702470462,0.6101403319853937
73.2,73.2,0.0,86.2,0.4629430719656284,0.46288963158305463
60.5,57.1,-5.6,91.8,0.4930182599355532,0.4928025092118669
16.7,16.7,0.0,86.2,0.4629430719656284,0.4627619184381982
60.8,54.1,-11.0,97.2,0.5220193340494093,0.5217510125724122
0.5,0.5,0.0,86.2,0.4629430719656284,0.4628562831747738
46.0,41.9,-8.9,95.10000000000001,0.5107411385606875,0.5105093613717182
28.1,31.1,10.7,75.5,0.4054779806659506,0.4052573880966852
73.3,73.3,0.0,86.2,0.4629430719656284,0.46289048639885144
40.6,35.1,-13.5,99.7,0.5354457572502686,0.5352323576709439
25.4,21.7,-14.6,100.8,0.5413533834586466,0.5412144638706521
10.9,10.9,0.0,86.2,0.4629430719656284,0.46278900422415326
39.5,40.1,1.5,84.7,0.45488721804511284,0.4546751664176661
61.2,61.5,0.5,85.7,0.4602577873254565,0.460125568437413
90.7,90.1,-0.7,86.9,0.466702470461869,0.46680135493972263
12.0,9.5,-20.8,107.0,0.5746509129967777,0.5746257278226947
14.7,14.1,-4.1,90.3,0.4849624060150376,0.48481193810570145
11.3,11.3,0.0,86.2,0.4629430719656284,0.46278689619386354
34.3,37.2,8.5,77.7,0.4172932330827068,0.4170856881242067
34.5,34.2,-0.9,87.10000000000001,0.4677765843179378,0.467559378765073
1.5,1.7,13.3,72.9,0.391514500537057,0.39137413567037393
11.8,9.9,-16.1,102.30000000000001,0.5494092373791623,0.5493523340441322
98.3,97.4,-0.9,87.10000000000001,0.4677765843179378,0.4679589454527209
69.1,68.7,-0.6,86.8,0.4661654135338346,0.46606584065494916
30.3,32.1,5.9,80.3,0.4312567132116004,0.431036201530112
2.4,2.8,16.7,69.5,0.3732545649838883,0.373102366240334
2.9,3.1,6.9,79.3,0.42588614393125673,0.42575150285246177
37.2,38.9,4.6,81.60000000000001,0.4382384532760473,0.43802914189407827
63.8,61.9,-3.0,89.2,0.47905477980665956,0.4788822573349307
23.3,22.2,-4.7,90.9,0.48818474758324387,0.4880018983615194
12.4,12.4,0.0,86.2,0.4629430719656284,0.46278128243650396
46.1,44.5,-3.5,89.7,0.48174006444683143,0.48152150473244837
4.3,4.5,4.7,81.5,0.4377013963480129,0.43756510793742287
26.2,28.9,10.3,75.9,0.4076262083780881,0.40740217009723795
8.8,8.8,0.0,86.2,0.4629430719656284,0.46280065457164155
11.1,11.1,0.0,86.2,0.4629430719656284,0.46278794576506166
33.3,33.3,0.0,86.2,0.4629430719656284,0.4627257569902533
15.8,11.7,-25.9,112.1,0.6020408163265306,0.6020293925510933
16.4,16.7,1.8,84.4,0.45327604726100973,0.45308767019951646
4.4,4.5,2.3,83.9,0.45059076262083786,0.4504645323377225
12.2,13.2,8.2,78.0,0.4189044038668099,0.4187084090907301
60.6,51.6,-14.9,101.10000000000001,0.5429645542427498,0.5426672567718651
33.1,33.9,2.4,83.8,0.45005370569280345,0.44983531213302663
58.5,56.9,-2.7,88.9,0.47744360902255645,0.477255614669377
7.8,11.6,48.7,37.5,0.2013963480128894,0.2014204550508426
6.8,8.4,23.5,62.7,0.33673469387755106,0.3365526800094804
36.3,36.3,0.0,86.2,0.4629430719656284,0.462725766301295
55.7,52.4,-5.9,92.10000000000001,0.49462943071965637,0.4944049354631944
37.9,46.7,23.2,63.0,0.33834586466165417,0.3382809811814301
41.5,41.6,0.2,86.0,0.46186895810955964,0.46165683280678244
2.5,2.5,0.0,86.2,0.4629430719656284,0.46284148085095367
31.9,31.2,-2.2,88.4,0.4747583243823846,0.4745452405112718
1.0,1.0,0.0,86.2,0.4629430719656284,0.4628524994386546
63.3,60.3,-4.7,90.9,0.48818474758324387,0.48798636123555317
47.5,45.1,-5.1,91.3,0.49033297529538133,0.4901090769905442
